,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,PK,PKatt,Saves,CS,Nation,xG,xGA,Venue Num,target
35,2019-03-22,19:45,UEFA Euro Qualifying,Group stage,Fri,Home,D,0,0,Ukraine,59.0,58355.0,Cristiano Ronaldo,4-1-4-1,Clément Turpin,Match Report,,18.0,7.0,0,0,1.0,1,Portugal,,,1,2.0
17,2019-03-22,19:45,UEFA Euro Qualifying,Group stage,Fri,Away,D,0,0,Portugal,41.0,58355.0,Andriy Pyatov,4-1-4-1,Clément Turpin,Match Report,,6.0,1.0,0,0,6.0,1,Ukraine,,,2,2.0
282,2019-03-22,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,L,0,2,Türkiye,54.0,11730.0,Elseid Hysaj,3-4-1-2,Tobias Stieler,Match Report,,12.0,3.0,0,0,0.0,0,Albania,,,1,1.0
222,2019-03-23,18:00,UEFA Euro Qualifying,Group stage,Sat,Away,L,1,2,Sweden,50.0,30115.0,Cristian Săpunaru,4-2-3-1,Michael Oliver,Match Report,,14.0,5.0,0,0,4.0,0,Romania,,,2,1.0
95,2019-03-23,18:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,2,0,Georgia,64.0,49207.0,Stephan Lichtsteiner,4-4-1-1,Craig Pawson,Match Report,,25.0,8.0,0,0,1.0,1,Switzerland,,,2,3.0
186,2019-03-23,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,1,Norway,75.0,39752.0,Sergio Ramos,4-3-3,Andris Treimanis,Match Report,,26.0,11.0,1,1,1.0,0,Spain,,,1,3.0
128,2019-03-23,18:00,UEFA Euro Qualifying,Group stage,Sat,Home,L,0,2,Switzerland,36.0,49207.0,Jaba Kankava,4-1-4-1,Craig Pawson,Match Report,,6.0,1.0,0,0,6.0,0,Georgia,,,1,1.0
328,2019-03-23,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,0,Finland,58.0,24000.0,Giorgio Chiellini,4-3-3,Orel Grinfeeld,Match Report,,11.0,3.0,0,0,1.0,1,Italy,,,1,3.0
204,2019-03-23,18:00,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,1,Romania,50.0,30115.0,Andreas Granqvist,4-4-2,Michael Oliver,Match Report,,17.0,6.0,0,0,4.0,0,Sweden,,,1,3.0
157,2019-03-24,14:00,UEFA Euro Qualifying,Group stage,Sun,Away,L,0,1,Wales,58.0,31617.0,Marek Hamšík,4-3-3,Felix Zwayer,Match Report,,13.0,4.0,0,0,3.0,0,Slovakia,,,2,1.0
172,2019-03-24,18:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,2,1,Croatia,36.0,19400.0,Balázs Dzsudzsák,4-2-3-1,William Collum,Match Report,,12.0,8.0,0,0,1.0,0,Hungary,,,1,3.0
143,2019-03-24,18:00,UEFA Euro Qualifying,Group stage,Sun,Away,L,1,2,Hungary,64.0,19400.0,Luka Modrić,4-2-3-1,William Collum,Match Report,,11.0,3.0,0,0,5.0,0,Croatia,,,2,1.0
251,2019-03-24,19:00,UEFA Euro Qualifying,Group stage,Sun,Away,L,2,4,Israel,57.0,16180.0,Julian Baumgartlinger,4-4-1-1,Yevhen Aranovskyi,Match Report,,20.0,8.0,0,0,1.0,0,Austria,,,2,1.0
82,2019-03-24,20:45,UEFA Euro Qualifying,Group stage,Sun,Home,L,2,3,Germany,54.0,51694.0,Virgil van Dijk,4-3-3,Jesús Gil,Match Report,,16.0,6.0,0,0,4.0,0,Netherlands,,,1,1.0
312,2019-03-24,18:00,UEFA Euro Qualifying,Group stage,Sun,Away,W,2,0,San Marino,77.0,4077.0,Andrew Robertson,4-2-2-2,Manuel Schüttengruber,Match Report,,21.0,6.0,0,0,0.0,1,Scotland,,,2,3.0
236,2019-03-24,20:45,UEFA Euro Qualifying,Group stage,Sun,Home,W,2,0,Latvia,72.0,51112.0,Robert Lewandowski,4-4-2,Aghayev Aliyev,Match Report,,23.0,8.0,0,0,4.0,1,Poland,,,1,3.0
67,2019-03-24,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,3,2,Netherlands,46.0,51694.0,Manuel Neuer,3-5-2,Jesús Gil,Match Report,,11.0,7.0,0,0,4.0,0,Germany,,,2,3.0
295,2019-03-24,21:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,2,0,Cyprus,60.0,8728.0,Eden Hazard,3-4-3,François Letexier,Match Report,,13.0,6.0,0,0,1.0,1,Belgium,,,2,3.0
267,2019-03-25,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,4,0,Iceland,75.0,64538.0,Hugo Lloris,4-2-3-1,István Kovács,Match Report,,15.0,5.0,0,0,4.0,1,France,,,1,3.0
51,2019-03-25,19:45,UEFA Euro Qualifying,Group stage,Mon,Away,D,1,1,Portugal,30.0,50342.0,Dušan Tadić,4-2-3-1,Szymon Marciniak,Match Report,,10.0,3.0,1,1,4.0,0,Serbia,,,2,2.0
283,2019-03-25,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,3,0,Andorra,77.0,1373.0,Elseid Hysaj,4-4-2,Filip Glova,Match Report,,12.0,4.0,0,0,0.0,1,Albania,,,2,3.0
18,2019-03-25,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,2,1,Luxembourg,62.0,4653.0,Andriy Pyatov,4-1-4-1,Mattias Gestranius,Match Report,,14.0,3.0,0,0,4.0,0,Ukraine,,,2,3.0
36,2019-03-25,19:45,UEFA Euro Qualifying,Group stage,Mon,Home,D,1,1,Serbia,70.0,50342.0,Cristiano Ronaldo,4-3-3,Szymon Marciniak,Match Report,,28.0,6.0,0,0,2.0,0,Portugal,,,1,2.0
1,2019-03-25,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,5,1,Montenegro,73.0,8329.0,Harry Kane,4-3-3,Aliaksei Kulbakou,Match Report,,12.0,6.0,0,0,1.0,0,England,,,2,3.0
205,2019-03-26,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,D,3,3,Norway,61.0,23459.0,Andreas Granqvist,4-2-2-2,Gianluca Rocchi,Match Report,,20.0,10.0,0,1,0.0,0,Sweden,,,2,2.0
223,2019-03-26,21:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,4,1,Faroe Islands,62.0,10502.0,Ciprian Tătărușanu,4-2-2-2,Halil Umut Meler,Match Report,,18.0,8.0,0,0,3.0,0,Romania,,,1,3.0
129,2019-03-26,19:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,0,1,Rep. of Ireland,51.0,40317.0,Jaba Kankava,4-1-4-1,Serdar Gözübüyük,Match Report,,14.0,1.0,0,0,1.0,0,Georgia,,,2,1.0
187,2019-03-26,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,2,0,Malta,84.0,16542.0,Sergio Ramos,4-3-3,Andrew Dallas,Match Report,,24.0,7.0,0,0,1.0,1,Spain,,,2,3.0
329,2019-03-26,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,6,0,Liechtenstein,78.0,19834.0,Leonardo Bonucci,4-3-3,Kirill Levnikov,Match Report,,41.0,12.0,2,2,1.0,1,Italy,,,1,3.0
112,2019-03-26,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,D,3,3,Switzerland,45.0,18352.0,Simon Kjær,4-2-3-1,Damir Skomina,Match Report,,14.0,7.0,0,0,0.0,0,Denmark,,,2,2.0
96,2019-03-26,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,D,3,3,Denmark,55.0,18352.0,Granit Xhaka,4-3-3,Damir Skomina,Match Report,,11.0,3.0,0,0,4.0,0,Switzerland,,,1,2.0
113,2019-06-07,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,D,1,1,Rep. of Ireland,62.0,34610.0,Simon Kjær,4-1-3-2,Cüneyt Çakιr,Match Report,,18.0,3.0,0,0,3.0,0,Denmark,,,1,2.0
19,2019-06-07,21:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,5,0,Serbia,58.0,35000.0,Andriy Pyatov,4-2-3-1,Antonio Matéu Lahoz,Match Report,,21.0,9.0,0,0,1.0,1,Ukraine,,,1,3.0
52,2019-06-07,21:45,UEFA Euro Qualifying,Group stage,Fri,Away,L,0,5,Ukraine,42.0,35000.0,Aleksandar Kolarov,3-5-2,Antonio Matéu Lahoz,Match Report,,6.0,1.0,0,0,4.0,0,Serbia,,,2,1.0
252,2019-06-07,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,1,0,Slovenia,55.0,19200.0,David Alaba,4-1-4-1,Aliaksei Kulbakou,Match Report,,18.0,8.0,0,0,2.0,1,Austria,,,1,3.0
224,2019-06-07,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,D,2,2,Norway,46.0,17664.0,Cristian Săpunaru,4-2-3-1,Sergey Karasev,Match Report,,15.0,7.0,0,0,2.0,0,Romania,,,2,2.0
188,2019-06-07,19:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,4,1,Faroe Islands,77.0,3226.0,Sergio Ramos,4-3-3,Enea Jorgji,Match Report,,22.0,12.0,0,0,1.0,0,Spain,,,2,3.0
237,2019-06-07,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,1,0,N. Macedonia,52.0,22000.0,Robert Lewandowski,4-2-3-1,Gianluca Rocchi,Match Report,,7.0,2.0,0,0,3.0,1,Poland,,,2,3.0
206,2019-06-07,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,3,0,Malta,64.0,26421.0,Albin Ekdal,4-4-1-1,Robert Harvey,Match Report,,26.0,14.0,0,0,1.0,1,Sweden,,,1,3.0
130,2019-06-07,20:00,UEFA Euro Qualifying,Group stage,Fri,Home,W,3,0,Gibraltar,75.0,17357.0,Jaba Kankava,4-2-3-1,Antti Munukka,Match Report,,23.0,12.0,1,1,1.0,1,Georgia,,,1,3.0
268,2019-06-08,21:45,UEFA Euro Qualifying,Group stage,Sat,Away,L,0,2,Türkiye,63.0,36783.0,Hugo Lloris,4-3-3,Damir Skomina,Match Report,,4.0,0.0,0,0,4.0,0,France,,,2,1.0
144,2019-06-08,15:00,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,1,Wales,63.0,17061.0,Luka Modrić,4-2-3-1,István Kovács,Match Report,,10.0,3.0,0,0,6.0,0,Croatia,,,1,3.0
173,2019-06-08,20:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,3,1,Azerbaijan,46.0,10450.0,Balázs Dzsudzsák,4-2-3-1,Kevin Blom,Match Report,,15.0,7.0,0,0,1.0,0,Hungary,,,2,3.0
284,2019-06-08,13:00,UEFA Euro Qualifying,Group stage,Sat,Away,L,0,1,Iceland,54.0,8968.0,Elseid Hysaj,4-3-3,Bobby Madden,Match Report,,8.0,2.0,0,0,2.0,0,Albania,,,2,1.0
68,2019-06-08,21:45,UEFA Euro Qualifying,Group stage,Sat,Away,W,2,0,Belarus,75.0,12510.0,Manuel Neuer,4-4-1-1,Srđan Jovanović,Match Report,,23.0,5.0,0,0,1.0,1,Germany,,,2,3.0
313,2019-06-08,19:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,1,Cyprus,53.0,31277.0,Andrew Robertson,4-3-2-1,Ola Nilsen,Match Report,,16.0,6.0,0,0,5.0,0,Scotland,,,1,3.0
296,2019-06-08,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,3,0,Kazakhstan,70.0,37155.0,Eden Hazard,3-4-3,Irfan Peljto,Match Report,,27.0,12.0,0,0,1.0,1,Belgium,,,1,3.0
330,2019-06-08,21:45,UEFA Euro Qualifying,Group stage,Sat,Away,W,3,0,Greece,70.0,19828.0,Giorgio Chiellini,4-3-3,Anthony Taylor,Match Report,,16.0,10.0,0,0,2.0,1,Italy,,,2,3.0
225,2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,4,0,Malta,57.0,6471.0,Ciprian Tătărușanu,4-4-2,Dennis Higler,Match Report,,19.0,7.0,0,0,1.0,1,Romania,,,2,3.0
253,2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,4,1,N. Macedonia,61.0,10501.0,Marko Arnautović,4-5-1,Aleksey Eskov,Match Report,,20.0,8.0,1,1,0.0,0,Austria,,,2,3.0
238,2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,4,0,Israel,48.0,57229.0,Robert Lewandowski,4-4-2,Tobias Stieler,Match Report,,14.0,4.0,1,1,4.0,1,Poland,,,1,3.0
114,2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,5,1,Georgia,69.0,15387.0,Simon Kjær,4-3-1-2,Robert Schörgenhofer,Match Report,,31.0,9.0,1,1,1.0,0,Denmark,,,1,3.0
189,2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,3,0,Sweden,74.0,72205.0,Sergio Ramos,4-3-3,William Collum,Match Report,,23.0,7.0,2,2,1.0,1,Spain,,,1,3.0
131,2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,L,1,5,Denmark,31.0,15387.0,Jaba Kankava,4-3-1-2,Robert Schörgenhofer,Match Report,,9.0,2.0,0,0,4.0,0,Georgia,,,2,1.0
207,2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,L,0,3,Spain,26.0,72205.0,Albin Ekdal,4-4-2,William Collum,Match Report,,5.0,1.0,0,0,4.0,0,Sweden,,,2,1.0
20,2019-06-10,21:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,1,0,Luxembourg,57.0,34700.0,Andriy Pyatov,4-2-3-1,Peter Kráľovič,Match Report,,16.0,7.0,0,0,3.0,1,Ukraine,,,1,3.0
53,2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,4,1,Lithuania,65.0,52.0,Aleksandar Kolarov,4-2-3-1,Adrien Jaccottet,Match Report,,23.0,11.0,0,0,0.0,0,Serbia,,,1,3.0
314,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,0,3,Belgium,29.0,32482.0,Charlie Mulgrew,4-2-3-1,Petr Ardeleánu,Match Report,,4.0,2.0,0,0,8.0,0,Scotland,,,2,1.0
269,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,4,0,Andorra,86.0,3187.0,Hugo Lloris,4-2-3-1,Fran Jović,Match Report,,21.0,10.0,0,0,1.0,1,France,,,2,3.0
285,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,2,0,Moldova,58.0,5004.0,Mërgim Mavraj,4-3-3,Ville Nevalainen,Match Report,,15.0,4.0,0,0,0.0,1,Albania,,,1,3.0
158,2019-06-11,20:00,UEFA Euro Qualifying,Group stage,Tue,Away,W,5,1,Azerbaijan,63.0,8200.0,Marek Hamšík,4-3-3,John Beaton,Match Report,,21.0,10.0,0,0,1.0,0,Slovakia,,,2,3.0
174,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,1,0,Wales,54.0,18350.0,Balázs Dzsudzsák,4-2-3-1,Matej Jug,Match Report,,11.0,3.0,0,0,4.0,1,Hungary,,,1,3.0
69,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,8,0,Estonia,82.0,26050.0,Manuel Neuer,4-1-4-1,Ali Palabıyık,Match Report,,27.0,17.0,1,1,2.0,1,Germany,,,1,3.0
331,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,2,1,Bosnia & Herz'na,65.0,29100.0,Giorgio Chiellini,4-3-3,Javier Estrada,Match Report,,17.0,8.0,0,0,2.0,0,Italy,,,1,3.0
297,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,3,0,Scotland,71.0,32482.0,Eden Hazard,3-4-3,Petr Ardeleánu,Match Report,,25.0,11.0,0,0,2.0,1,Belgium,,,1,3.0
97,2019-09-05,19:45,UEFA Euro Qualifying,Group stage,Thu,Away,D,1,1,Rep. of Ireland,59.0,44111.0,Granit Xhaka,3-4-3,Carlos del Cerro,Match Report,,14.0,3.0,0,0,1.0,0,Switzerland,,,2,2.0
332,2019-09-05,20:00,UEFA Euro Qualifying,Group stage,Thu,Away,W,3,1,Armenia,74.0,13680.0,Leonardo Bonucci,4-3-3,Daniel Siebert,Match Report,,18.0,7.0,0,0,2.0,0,Italy,,,2,3.0
208,2019-09-05,19:45,UEFA Euro Qualifying,Group stage,Thu,Away,W,4,0,Faroe Islands,60.0,3108.0,Andreas Granqvist,4-4-2,Tiago Martins,Match Report,,12.0,8.0,0,0,0.0,1,Sweden,,,2,3.0
226,2019-09-05,21:45,UEFA Euro Qualifying,Group stage,Thu,Home,L,1,2,Spain,26.0,50024.0,Vlad Chiricheș,5-3-2,Deniz Aytekin,Match Report,,10.0,3.0,0,0,8.0,0,Romania,,,1,1.0
190,2019-09-05,21:45,UEFA Euro Qualifying,Group stage,Thu,Away,W,2,1,Romania,74.0,50024.0,Sergio Ramos,4-3-3,Deniz Aytekin,Match Report,,21.0,10.0,1,1,2.0,0,Spain,,,2,3.0
115,2019-09-05,20:45,UEFA Euro Qualifying,Group stage,Thu,Away,W,6,0,Gibraltar,78.0,2076.0,Simon Kjær,4-1-4-1,Jonathan Lardot,Match Report,,21.0,10.0,2,2,2.0,1,Denmark,,,2,3.0
239,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,L,0,2,Slovenia,65.0,15231.0,Robert Lewandowski,4-4-2,Sergey Karasev,Match Report,,7.0,1.0,0,0,4.0,0,Poland,,,2,1.0
83,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,4,2,Germany,51.0,51299.0,Virgil van Dijk,4-3-3,Artur Dias,Match Report,,16.0,9.0,0,0,3.0,0,Netherlands,,,2,3.0
145,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,4,0,Slovakia,51.0,18098.0,Luka Modrić,4-2-3-1,Felix Brych,Match Report,,31.0,9.0,0,0,5.0,1,Croatia,,,2,3.0
159,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,L,0,4,Croatia,49.0,18098.0,Marek Hamšík,4-3-3,Felix Brych,Match Report,,9.0,5.0,0,0,5.0,0,Slovakia,,,1,1.0
70,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,L,2,4,Netherlands,49.0,51299.0,Manuel Neuer,4-1-4-1,Artur Dias,Match Report,,12.0,5.0,1,1,6.0,0,Germany,,,1,1.0
315,2019-09-06,19:45,UEFA Euro Qualifying,Group stage,Fri,Home,L,1,2,Russia,46.0,32432.0,Andrew Robertson,4-3-3,Anastasios Sidiropoulos,Match Report,,14.0,5.0,0,0,4.0,0,Scotland,,,1,1.0
298,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,4,0,San Marino,81.0,2523.0,Kevin De Bruyne,3-4-3,Horațiu Fesnic,Match Report,,29.0,11.0,1,1,3.0,1,Belgium,,,2,3.0
254,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,6,0,Latvia,77.0,16300.0,Julian Baumgartlinger,4-2-3-1,Robert Hennessy,Match Report,,31.0,11.0,1,1,1.0,1,Austria,,,1,3.0
37,2019-09-07,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,W,4,2,Serbia,56.0,39839.0,Cristiano Ronaldo,4-3-3,Cüneyt Çakιr,Match Report,,14.0,4.0,0,0,4.0,0,Portugal,,,2,3.0
21,2019-09-07,19:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,3,0,Lithuania,69.0,5067.0,Andriy Pyatov,4-3-3,Irfan Peljto,Match Report,,18.0,8.0,0,0,1.0,1,Ukraine,,,2,3.0
270,2019-09-07,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,4,1,Albania,72.0,77655.0,Hugo Lloris,4-2-3-1,Jesús Gil,Match Report,,13.0,5.0,0,1,0.0,0,France,,,1,3.0
286,2019-09-07,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,L,1,4,France,28.0,77655.0,Mërgim Mavraj,3-4-1-2,Jesús Gil,Match Report,,3.0,1.0,1,1,1.0,0,Albania,,,2,1.0
2,2019-09-07,17:00,UEFA Euro Qualifying,Group stage,Sat,Home,W,4,0,Bulgaria,68.0,82605.0,Harry Kane,4-3-1-2,Marco Guida,Match Report,,17.0,6.0,2,2,2.0,1,England,,,1,3.0
54,2019-09-07,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,L,2,4,Portugal,44.0,39839.0,Aleksandar Kolarov,4-2-3-1,Cüneyt Çakιr,Match Report,,10.0,6.0,0,0,0.0,0,Serbia,,,1,1.0
191,2019-09-08,20:45,UEFA Euro Qualifying,Group stage,Sun,Home,W,4,0,Faroe Islands,71.0,23644.0,Sergio Ramos,4-3-3,Krzysztof Jakubik,Match Report,,30.0,9.0,0,0,2.0,1,Spain,,,1,3.0
333,2019-09-08,21:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,2,1,Finland,60.0,16292.0,Leonardo Bonucci,4-3-3,Bobby Madden,Match Report,,25.0,9.0,1,1,0.0,0,Italy,,,2,3.0
98,2019-09-08,18:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,4,0,Gibraltar,77.0,8318.0,Granit Xhaka,3-4-3,Pavel Orel,Match Report,,40.0,11.0,0,0,0.0,1,Switzerland,,,1,3.0
132,2019-09-08,20:00,UEFA Euro Qualifying,Group stage,Sun,Home,D,0,0,Denmark,40.0,21456.0,Guram Kashia,4-2-3-1,François Letexier,Match Report,,7.0,1.0,0,0,6.0,1,Georgia,,,1,2.0
116,2019-09-08,20:00,UEFA Euro Qualifying,Group stage,Sun,Away,D,0,0,Georgia,61.0,21456.0,Simon Kjær,4-4-2◆,François Letexier,Match Report,,12.0,6.0,0,0,1.0,1,Denmark,,,2,2.0
209,2019-09-08,20:45,UEFA Euro Qualifying,Group stage,Sun,Home,D,1,1,Norway,54.0,38372.0,Andreas Granqvist,4-4-2,Slavko Vinčič,Match Report,,5.0,1.0,0,0,1.0,0,Sweden,,,1,2.0
227,2019-09-08,19:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,1,0,Malta,63.0,13376.0,Vlad Chiricheș,4-4-2,Duje Strukan,Match Report,,22.0,6.0,0,0,2.0,1,Romania,,,1,3.0
255,2019-09-09,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,D,0,0,Poland,65.0,56788.0,Julian Baumgartlinger,4-2-3-1,Viktor Kassai,Match Report,,22.0,6.0,0,0,2.0,1,Austria,,,2,2.0
71,2019-09-09,19:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,2,0,Northern Ireland,75.0,18326.0,Manuel Neuer,4-3-3,Daniele Orsato,Match Report,,20.0,7.0,0,0,1.0,1,Germany,,,2,3.0
84,2019-09-09,21:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,4,0,Estonia,72.0,11006.0,Virgil van Dijk,4-3-3,Serhiy Boiko,Match Report,,20.0,10.0,0,0,1.0,1,Netherlands,,,2,3.0
160,2019-09-09,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,2,1,Hungary,51.0,21700.0,Marek Hamšík,4-3-3,Antonio Matéu Lahoz,Match Report,,14.0,5.0,0,0,6.0,0,Slovakia,,,2,3.0
175,2019-09-09,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,L,1,2,Slovakia,49.0,21700.0,Balázs Dzsudzsák,4-2-3-1,Antonio Matéu Lahoz,Match Report,,18.0,7.0,0,0,3.0,0,Hungary,,,1,1.0
240,2019-09-09,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,D,0,0,Austria,35.0,56788.0,Robert Lewandowski,4-4-2,Viktor Kassai,Match Report,,7.0,2.0,0,0,6.0,1,Poland,,,1,2.0
299,2019-09-09,19:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,4,0,Scotland,52.0,25524.0,Kevin De Bruyne,3-4-3,Paweł Gil,Match Report,,15.0,8.0,0,0,3.0,1,Belgium,,,2,3.0
316,2019-09-09,19:45,UEFA Euro Qualifying,Group stage,Mon,Home,L,0,4,Belgium,48.0,25524.0,Andrew Robertson,4-3-3,Paweł Gil,Match Report,,10.0,3.0,0,0,5.0,0,Scotland,,,1,1.0
146,2019-09-09,20:00,UEFA Euro Qualifying,Group stage,Mon,Away,D,1,1,Azerbaijan,63.0,9150.0,Luka Modrić,4-2-3-1,Sandro Schärer,Match Report,,21.0,7.0,1,1,2.0,0,Croatia,,,2,2.0
271,2019-09-10,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,3,0,Andorra,84.0,55383.0,Hugo Lloris,4-2-3-1,Mykola Balakin,Match Report,,31.0,12.0,0,1,0.0,1,France,,,1,3.0
38,2019-09-10,21:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,5,1,Lithuania,66.0,5067.0,Cristiano Ronaldo,4-3-3,Scott Parker,Match Report,,29.0,14.0,1,1,2.0,0,Portugal,,,2,3.0
55,2019-09-10,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,3,1,Luxembourg,61.0,6373.0,Aleksandar Kolarov,4-2-3-1,Orel Grinfeeld,Match Report,,14.0,4.0,0,0,6.0,0,Serbia,,,2,3.0
3,2019-09-10,19:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,5,3,Kosovo,58.0,30155.0,Harry Kane,4-2-3-1,Felix Zwayer,Match Report,,16.0,10.0,0,1,0.0,0,England,,,1,3.0
287,2019-09-10,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,4,2,Iceland,60.0,8652.0,Elseid Hysaj,4-3-1-2,Ivan Kružliak,Match Report,,17.0,5.0,0,0,2.0,0,Albania,,,1,3.0
147,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,3,0,Hungary,69.0,32110.0,Luka Modrić,4-3-3,Daniele Orsato,Match Report,,17.0,8.0,0,1,1.0,1,Croatia,,,1,3.0
256,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,3,1,Israel,54.0,26200.0,Julian Baumgartlinger,4-2-3-1,William Collum,Match Report,,16.0,7.0,0,0,3.0,0,Austria,,,1,3.0
176,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Away,L,0,3,Croatia,32.0,32110.0,Balázs Dzsudzsák,4-5-1,Daniele Orsato,Match Report,,5.0,1.0,0,0,4.0,0,Hungary,,,2,1.0
241,2019-10-10,21:45,UEFA Euro Qualifying,Group stage,Thu,Away,W,3,0,Latvia,65.0,7107.0,Robert Lewandowski,4-2-3-1,Halis Özkahya,Match Report,,14.0,7.0,0,0,0.0,1,Poland,,,2,3.0
300,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,9,0,San Marino,84.0,34504.0,Eden Hazard,3-4-3,Anastasios Papapetrou,Match Report,,43.0,16.0,1,1,0.0,1,Belgium,,,1,3.0
161,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,D,1,1,Wales,70.0,18071.0,Marek Hamšík,4-3-3,Carlos del Cerro,Match Report,,13.0,4.0,0,0,5.0,0,Slovakia,,,1,2.0
317,2019-10-10,21:45,UEFA Euro Qualifying,Group stage,Thu,Away,L,0,4,Russia,36.0,55703.0,Andrew Robertson,4-2-3-1,Jakob Kehlet,Match Report,,4.0,2.0,0,0,1.0,0,Scotland,,,2,1.0
85,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,3,1,Northern Ireland,77.0,41348.0,Virgil van Dijk,4-3-3,Benoît Bastien,Match Report,,23.0,7.0,0,0,0.0,0,Netherlands,,,1,3.0
